delivery_date,block_start,block_hour,clearing_price_eur_mw_week,demand_mw,surplus_mw
2025-01-08,2025-01-08 04:00:00,4,73.64,528,37
2025-01-08,2025-01-08 08:00:00,8,38.6,528,28
2025-01-08,2025-01-08 12:00:00,12,38.47,528,66
2025-01-08,2025-01-08 16:00:00,16,43.43,528,-9
2025-01-08,2025-01-08 20:00:00,20,37.16,528,186
2025-01-09,2025-01-09 00:00:00,0,76.65,528,186
2025-01-09,2025-01-09 04:00:00,4,81.63,528,170
2025-01-09,2025-01-09 08:00:00,8,29.0,528,47
2025-01-09,2025-01-09 12:00:00,12,33.1,528,83
2025-01-09,2025-01-09 16:00:00,16,40.0,528,-18
2025-01-09,2025-01-09 20:00:00,20,33.2,528,167
2025-01-10,2025-01-10 00:00:00,0,59.6,528,113
2025-01-10,2025-01-10 04:00:00,4,87.4,528,17
2025-01-10,2025-01-10 08:00:00,8,40.0,528,15
2025-01-10,2025-01-10 12:00:00,12,32.0,528,8
2025-01-10,2025-01-10 16:00:00,16,51.76,528,-24
2025-01-10,2025-01-10 20:00:00,20,27.74,528,108
2025-01-11,2025-01-11 00:00:00,0,47.4,528,144
2025-01-11,2025-01-11 04:00:00,4,76.68,528,131
2025-01-11,2025-01-11 08:00:00,8,22.6,528,80
2025-01-11,2025-01-11 12:00:00,12,23.0,528,112
2025-01-11,2025-01-11 16:00:00,16,31.45,528,31
2025-01-11,2025-01-11 20:00:00,20,15.9,528,81
2025-01-12,2025-01-12 00:00:00,0,50.4,528,186
2025-01-12,2025-01-12 04:00:00,4,45.6,528,184
2025-01-12,2025-01-12 08:00:00,8,32.4,528,71
2025-01-12,2025-01-12 12:00:00,12,30.1,528,187
2025-01-12,2025-01-12 16:00:00,16,34.3,528,39
2025-01-12,2025-01-12 20:00:00,20,18.4,528,83
2025-01-13,2025-01-13 00:00:00,0,42.14,528,132
2025-01-13,2025-01-13 04:00:00,4,67.2,528,95
2025-01-13,2025-01-13 08:00:00,8,27.0,528,61
2025-01-13,2025-01-13 12:00:00,12,24.7,528,65
2025-01-13,2025-01-13 16:00:00,16,44.8,528,-34
2025-01-13,2025-01-13 20:00:00,20,22.0,528,56
2025-01-14,2025-01-14 00:00:00,0,27.4,528,96
2025-01-14,2025-01-14 04:00:00,4,50.0,528,15
2025-01-14,2025-01-14 08:00:00,8,46.4,528,-22
2025-01-14,2025-01-14 12:00:00,12,27.47,528,44
2025-01-14,2025-01-14 16:00:00,16,52.0,528,-47
2025-01-14,2025-01-14 20:00:00,20,18.4,528,62
2025-01-15,2025-01-15 00:00:00,0,21.24,528,66
2025-01-15,2025-01-15 04:00:00,4,59.68,528,-1
2025-01-15,2025-01-15 08:00:00,8,66.12,528,35
2025-01-15,2025-01-15 12:00:00,12,37.84,528,46
2025-01-15,2025-01-15 16:00:00,16,57.18,528,8
2025-01-15,2025-01-15 20:00:00,20,26.56,528,52
2025-01-16,2025-01-16 00:00:00,0,19.24,528,105
2025-01-16,2025-01-16 04:00:00,4,60.0,528,-22
2025-01-16,2025-01-16 08:00:00,8,56.92,528,-19
2025-01-16,2025-01-16 12:00:00,12,50.36,528,4
2025-01-16,2025-01-16 16:00:00,16,90.0,528,-62
2025-01-16,2025-01-16 20:00:00,20,20.0,528,56
2025-01-17,2025-01-17 00:00:00,0,25.4,528,145
2025-01-17,2025-01-17 04:00:00,4,40.0,528,8
2025-01-17,2025-01-17 08:00:00,8,40.0,528,18
2025-01-17,2025-01-17 12:00:00,12,37.08,528,16
